彩种名称,投注人数,投注金额,中奖金额,撤单金额,返点金额,盈利,盈率,source_file
骰宝,4,1475.00,493.30,0.00,0.10,981.60,66.55%,20200718.xls
吉林快3,7,1196.00,335.03,0.00,1.03,859.94,71.90%,20200718.xls
河北快3,4,1155.00,1312.68,200.00,4.50,-162.18,-14.04%,20200718.xls
红黑大战,7,1120.00,721.05,0.00,0.00,398.95,35.62%,20200718.xls
澳门六合彩,4,998.00,2713.90,160.00,8.62,-1724.52,-172.80%,20200718.xls
甘肃快3,3,870.00,403.85,0.00,1.50,464.65,53.41%,20200718.xls
百人炸金花,5,775.00,475.20,0.00,0.00,299.80,38.68%,20200718.xls
3分赛车,5,759.74,494.78,15.00,1.68,263.28,34.65%,20200718.xls
百人德扑,2,640.00,613.80,0.00,0.00,26.20,4.09%,20200718.xls
幸运28,1,620.00,576.00,0.00,0.00,44.00,7.10%,20200718.xls
台湾宾果,1,468.80,218.59,0.00,0.00,250.21,53.37%,20200718.xls
贵州快3,2,305.00,9.90,5.00,1.50,293.60,96.26%,20200718.xls
传统10分快3,2,304.00,390.00,0.00,3.00,-89.00,-29.28%,20200718.xls
腾讯5分彩,3,299.00,0.00,0.00,0.00,299.00,100.00%,20200718.xls
3分彩,1,238.00,336.60,0.00,0.00,-98.60,-41.43%,20200718.xls
5分赛车,3,236.00,177.64,15.00,3.72,54.64,23.15%,20200718.xls
5分彩,1,180.32,151.80,0.00,0.00,28.52,15.82%,20200718.xls
射龙门,2,150.00,122.00,0.00,0.90,27.10,18.07%,20200718.xls
秒秒彩,1,82.00,0.00,0.00,0.00,82.00,100.00%,20200718.xls
梭哈,3,75.00,44.90,0.00,0.00,30.10,40.13%,20200718.xls
传统10分彩,2,72.00,42.58,70.00,1.56,27.86,38.69%,20200718.xls
5分六合,1,64.00,89.30,0.00,2.56,-27.86,-43.53%,20200718.xls
传统澳洲幸运10,1,15.00,28.50,0.00,0.60,-14.10,-94.00%,20200718.xls
小计,,7365808.50,6804995.39,91999.40,11027.32,549785.80,7.46%,20200718.xls
1分快3,563,6328399.00,5762937.19,97380.00,10252.91,555208.90,8.77%,20200719.xls
极速快3,136,2273191.00,2134837.64,0.00,1709.70,136643.65,6.01%,20200719.xls
3分快3,76,320830.00,285341.55,1068.00,14.44,35474.02,11.06%,20200719.xls
龙虎斗,32,185840.00,170177.00,0.00,1495.99,14167.02,7.62%,20200719.xls
5分快3,31,162527.00,154518.14,2518.00,47.58,7961.28,4.90%,20200719.xls
1分赛车,29,108311.78,103546.67,444.80,11.75,4753.36,4.39%,20200719.xls
欢乐生肖,12,80365.76,91474.02,0.00,0.00,-11108.26,-13.82%,20200719.xls
万人红黑大战,7,75002.00,75138.87,100.00,7.09,-143.96,-0.19%,20200719.xls
万人龙虎,16,45995.00,43728.00,0.00,0.00,2267.00,4.93%,20200719.xls
疯狂飞艇,24,45700.28,45519.90,1439.28,64.83,115.55,0.25%,20200719.xls
腾讯时时彩,21,37437.00,40057.79,214.26,43.26,-2664.05,-7.12%,20200719.xls
1分11选5,14,36910.72,33843.56,222.30,18.07,3049.09,8.26%,20200719.xls
传统1分彩,22,28265.00,27938.20,0.00,27.84,298.96,1.06%,20200719.xls
传统1分赛车,9,27840.00,25996.45,5667.00,1.00,1842.55,6.62%,20200719.xls
1分彩,24,26047.98,24730.64,0.00,54.96,1262.38,4.85%,20200719.xls
1分六合,18,22548.00,29603.80,0.00,59.15,-7114.95,-31.55%,20200719.xls
传统欢乐生肖,4,21223.00,16737.12,0.00,19.30,4466.59,21.05%,20200719.xls
极速赛车,18,16118.58,15707.32,0.00,56.16,355.10,2.20%,20200719.xls
传统北京赛车,7,14301.00,16531.50,911.00,266.04,-2496.54,-17.46%,20200719.xls
江苏快3,8,13571.00,8609.00,0.00,7.50,4954.50,36.51%,20200719.xls
森林舞会,3,10045.00,10428.20,0.00,0.00,-383.20,-3.81%,20200719.xls
万人德扑,2,10000.00,10637.70,35.00,0.00,-637.70,-6.38%,20200719.xls
腾讯1.5分彩,4,9368.32,9127.33,500.00,11.06,229.93,2.45%,20200719.xls
骰宝,8,8615.00,9511.05,0.00,12.45,-908.50,-10.55%,20200719.xls
北京赛车,5,8369.00,13414.86,0.00,2.90,-5048.76,-60.33%,20200719.xls
传统疯狂飞艇,4,7524.00,7098.80,0.00,0.00,425.21,5.65%,20200719.xls
广东11选5,7,7261.20,6789.12,578.00,0.00,472.09,6.50%,20200719.xls
山东11选5,8,7233.00,7361.50,1796.00,0.00,-128.50,-1.78%,20200719.xls
百家乐,8,7095.00,6738.50,0.00,0.00,356.50,5.02%,20200719.xls
奔驰宝马,3,6680.00,3019.50,0.00,0.00,3660.50,54.80%,20200719.xls
江苏11选5,4,6496.00,5387.71,856.00,0.00,1108.29,17.06%,20200719.xls
上海11选5,4,5010.00,6183.91,1860.00,0.00,-1173.91,-23.43%,20200719.xls
北京快3,7,4583.00,2810.60,0.00,1.87,1770.53,38.63%,20200719.xls
江西11选5,3,4430.00,4096.08,376.00,0.00,333.92,7.54%,20200719.xls
5分彩,1,3963.14,3293.39,168.00,0.00,669.75,16.90%,20200719.xls
湖北快3,7,3928.00,3396.62,12.00,3.50,527.88,13.44%,20200719.xls
3分赛车,12,3677.06,4239.36,385.20,1.20,-563.50,-15.32%,20200719.xls
六合秒秒,3,3160.00,3386.91,0.00,30.84,-257.75,-8.16%,20200719.xls
上海快3,5,2860.00,3979.60,0.00,13.50,-1133.10,-39.62%,20200719.xls
吉林快3,5,2697.00,1396.87,0.00,3.89,1296.24,48.06%,20200719.xls
安徽快3,6,2535.00,3480.34,20.00,1.50,-946.84,-37.35%,20200719.xls
腾讯3分彩,5,2425.88,2079.00,350.00,0.01,346.87,14.30%,20200719.xls
万人炸金花,2,2355.00,2764.50,0.00,93.00,-502.50,-21.34%,20200719.xls
腾讯5分彩,3,2055.20,1306.80,304.40,1.84,746.56,36.33%,20200719.xls
万人牛牛,6,1912.00,1597.05,0.00,0.28,314.67,16.46%,20200719.xls
广西快3,7,1620.00,1795.82,0.00,3.50,-179.32,-11.07%,20200719.xls
百人牛牛,9,1235.00,1322.90,0.00,1.60,-89.50,-7.25%,20200719.xls
万人百家乐,2,1230.00,15.00,0.00,0.00,1215.00,98.78%,20200719.xls
台湾宾果,1,1131.92,1231.54,0.00,0.00,-99.62,-8.80%,20200719.xls
河北快3,4,792.00,4625.28,2.00,0.00,-3833.28,-484.00%,20200719.xls
百人三公,2,760.00,443.65,0.00,0.00,316.35,41.63%,20200719.xls
甘肃快3,6,753.00,791.98,0.00,2.25,-41.23,-5.48%,20200719.xls
红黑大战,5,670.00,871.60,0.00,0.15,-201.75,-30.11%,20200719.xls
百人德扑,1,620.00,19.80,0.00,0.00,600.20,96.81%,20200719.xls
射龙门,1,430.00,244.00,0.00,4.30,181.70,42.26%,20200719.xls
澳门六合彩,4,428.00,0.00,0.00,2.05,425.95,99.52%,20200719.xls
3分彩,1,337.60,275.80,0.00,0.00,61.80,18.31%,20200719.xls
贵州快3,1,300.00,197.00,0.00,1.50,101.50,33.83%,20200719.xls
秒秒彩,4,256.00,393.90,0.00,1.20,-139.10,-54.34%,20200719.xls
1分幸运28,5,210.00,151.94,0.00,0.00,58.06,27.65%,20200719.xls
百人牌九,1,210.00,217.65,0.00,0.00,-7.65,-3.64%,20200719.xls
5分赛车,4,203.40,233.64,0.00,0.00,-30.24,-14.87%,20200719.xls
传统3分赛车,2,153.00,95.04,0.00,0.00,57.96,37.88%,20200719.xls
飞禽走兽,2,150.00,20.00,0.00,0.00,130.00,86.67%,20200719.xls
万人射龙门,3,135.00,67.70,0.00,0.00,67.30,49.85%,20200719.xls
传统10分彩,2,114.00,90.22,2.00,0.00,23.78,20.86%,20200719.xls
传统5分赛车,2,71.00,46.08,0.00,0.70,24.22,34.11%,20200719.xls
10分六合,1,63.00,79.20,0.00,0.00,-16.20,-25.71%,20200719.xls
百人炸金花,1,20.00,59.40,0.00,0.00,-39.40,-197.00%,20200719.xls
传统10分赛车,1,17.00,15.84,0.00,0.00,1.16,6.82%,20200719.xls
梭哈,1,5.00,7.20,0.00,0.00,-2.20,-44.00%,20200719.xls
传统10分快3,1,1.00,0.00,0.00,0.00,1.00,100.00%,20200719.xls
传统澳洲幸运10,1,1.00,1.98,0.00,0.00,-0.98,-98.00%,20200719.xls
小计,,10016618.82,9253813.82,117209.24,14352.66,748452.38,7.47%,20200719.xls
1分快3,571,5008669.00,4689512.43,47318.00,10924.00,308232.57,6.15%,20200720.xls
极速快3,131,809901.00,767096.63,0.00,750.20,42054.17,5.19%,20200720.xls
3分快3,83,293253.00,295030.07,4192.00,89.65,-1866.72,-0.64%,20200720.xls
5分快3,34,149262.00,144093.84,783.00,76.91,5091.25,3.41%,20200720.xls
龙虎斗,32,145320.00,138820.20,1200.00,538.00,5961.80,4.10%,20200720.xls
极速赛车,16,82943.64,73930.52,0.00,689.07,8324.05,10.04%,20200720.xls
1分赛车,25,70469.72,72242.76,198.00,1.60,-1774.64,-2.52%,20200720.xls
疯狂飞艇,22,56877.30,55134.06,1282.16,53.90,1689.34,2.97%,20200720.xls
腾讯时时彩,17,54251.00,54690.53,219.68,159.40,-598.92,-1.10%,20200720.xls
1分六合,21,51068.00,52540.79,23.00,266.44,-1739.23,-3.41%,20200720.xls
万人龙虎,15,40880.00,44280.95,0.00,0.00,-3400.95,-8.32%,20200720.xls
传统1分彩,21,27699.00,25804.00,2.00,37.60,1857.41,6.71%,20200720.xls
传统1分赛车,11,25852.00,25049.74,7392.00,5.72,796.54,3.08%,20200720.xls
万人德扑,2,21275.00,20526.60,35.00,0.00,748.40,3.52%,20200720.xls
1分彩,23,19472.64,21194.66,0.00,80.55,-1802.57,-9.26%,20200720.xls
万人红黑大战,7,17922.00,15414.90,0.00,0.00,2507.10,13.99%,20200720.xls
山东11选5,6,17883.40,16407.84,1638.00,0.00,1475.56,8.25%,20200720.xls
广东11选5,8,15574.36,15236.33,1103.20,0.00,338.03,2.17%,20200720.xls
上海11选5,6,13041.00,11231.41,600.00,0.00,1809.59,13.88%,20200720.xls
江西11选5,4,12572.00,12362.58,1276.00,0.00,209.42,1.67%,20200720.xls
江苏11选5,5,12238.56,12621.05,960.00,0.00,-382.49,-3.13%,20200720.xls
传统北京赛车,5,11289.00,15805.65,693.00,117.72,-4634.37,-41.05%,20200720.xls
北京赛车,3,10092.00,13226.72,0.00,30.88,-3165.60,-31.37%,20200720.xls
飞禽走兽,3,8715.00,7536.60,0.00,161.80,1016.60,11.66%,20200720.xls
1分幸运28,3,7703.00,6791.64,0.00,0.00,911.36,11.83%,20200720.xls
百家乐,4,7395.00,5162.00,0.00,0.00,2233.00,30.20%,20200720.xls
腾讯1.5分彩,7,7357.12,7605.44,2.08,5.52,-253.84,-3.45%,20200720.xls
红黑大战,3,6375.00,7564.95,0.00,0.00,-1189.95,-18.67%,20200720.xls
吉林快3,4,6279.00,7410.19,9.00,8.23,-1139.42,-18.15%,20200720.xls
上海快3,4,6078.00,688.04,25.00,8.04,5381.92,88.55%,20200720.xls
六合秒秒,2,5621.00,4649.48,0.00,54.65,916.87,16.31%,20200720.xls
骰宝,3,4660.00,3741.60,0.00,0.50,917.90,19.70%,20200720.xls
湖北快3,5,4264.00,5721.16,0.00,7.50,-1464.66,-34.35%,20200720.xls
3分赛车,8,3547.14,2712.26,203.60,11.16,823.72,23.22%,20200720.xls
欢乐生肖,11,3544.56,1759.82,141.84,0.20,1784.54,50.35%,20200720.xls
河北快3,4,3250.00,770.20,2.00,4.50,2475.30,76.16%,20200720.xls
腾讯3分彩,3,3005.08,2296.80,450.00,0.00,708.28,23.57%,20200720.xls
腾讯5分彩,6,2750.48,3297.65,0.32,0.93,-548.10,-19.93%,20200720.xls
1分11选5,11,2402.88,2328.81,36.80,10.25,63.82,2.66%,20200720.xls
5分彩,2,2205.18,1877.04,0.00,0.00,328.14,14.88%,20200720.xls
传统疯狂飞艇,2,2162.00,1655.78,0.00,0.00,506.23,23.41%,20200720.xls
5分赛车,5,2085.00,3971.43,2.00,1.44,-1887.87,-90.55%,20200720.xls
甘肃快3,3,2072.00,2648.20,0.00,4.00,-580.20,-28.00%,20200720.xls
秒秒彩,1,1966.00,1764.00,0.00,9.83,192.17,9.77%,20200720.xls
万人炸金花,2,1760.00,1092.60,0.00,57.20,610.20,34.67%,20200720.xls
江苏快3,5,1539.00,985.00,0.00,5.96,548.04,35.61%,20200720.xls
北京快3,5,1376.00,1912.52,0.00,5.54,-542.06,-39.39%,20200720.xls
传统欢乐生肖,5,1270.00,1265.45,0.00,6.95,-2.40,-0.19%,20200720.xls
广西快3,3,1201.00,902.14,0.00,2.50,296.36,24.68%,20200720.xls
万人牛牛,5,872.00,970.00,0.00,3.94,-101.94,-11.69%,20200720.xls
安徽快3,2,811.00,788.00,0.00,4.00,19.00,2.34%,20200720.xls
百人德扑,3,750.00,0.00,0.00,0.40,749.60,99.95%,20200720.xls
澳门六合彩,4,660.00,96.82,274.00,6.60,556.58,84.33%,20200720.xls
贵州快3,2,521.00,626.64,0.00,2.50,-108.14,-20.76%,20200720.xls
森林舞会,1,300.00,0.00,0.00,0.00,300.00,100.00%,20200720.xls
决战梭哈,1,155.00,206.50,0.00,0.00,-51.50,-33.23%,20200720.xls
万人百家乐,2,150.00,9.90,0.00,0.00,140.10,93.40%,20200720.xls
3分彩,2,128.80,443.52,0.00,0.00,-314.72,-244.35%,20200720.xls
10分六合,2,115.00,127.72,0.00,0.97,-13.69,-11.90%,20200720.xls
梭哈,1,100.00,0.00,0.00,0.00,100.00,100.00%,20200720.xls
百人三公,1,90.00,0.00,0.00,0.00,90.00,100.00%,20200720.xls
万人射龙门,2,60.00,88.40,0.00,0.00,-28.40,-47.33%,20200720.xls
传统3分赛车,2,55.00,105.75,0.00,1.45,-52.20,-94.91%,20200720.xls
传统10分彩,1,42.00,166.60,0.00,0.00,-124.60,-296.67%,20200720.xls
5分六合,2,21.00,23.76,0.00,0.00,-2.76,-13.14%,20200720.xls
传统5分赛车,1,16.00,17.10,7.00,0.64,-1.74,-10.88%,20200720.xls
传统澳洲幸运10,1,9.00,0.00,0.00,0.36,8.64,96.00%,20200720.xls
射龙门,1,5.00,9.65,0.00,0.05,-4.70,-94.00%,20200720.xls
百人牛牛,1,5.00,0.00,0.00,0.00,5.00,100.00%,20200720.xls
小计,,7073254.86,6684045.42,70068.68,14209.25,375000.22,5.30%,20200720.xls
1分快3,565,4322295.00,4066143.58,49225.00,7142.17,249009.26,5.76%,20200721.xls
极速快3,121,1971696.00,1851387.08,0.00,1363.81,118945.11,6.03%,20200721.xls
3分快3,77,189243.00,175550.28,1123.00,19.98,13672.74,7.22%,20200721.xls
龙虎斗,33,128305.00,126706.00,160.00,108.47,1490.54,1.16%,20200721.xls
5分快3,34,102705.00,105299.41,394.00,30.77,-2625.18,-2.56%,20200721.xls
疯狂飞艇,22,71005.68,69613.86,321.20,41.94,1349.89,1.90%,20200721.xls
1分赛车,29,54285.38,46403.49,227.42,5.04,7876.85,14.51%,20200721.xls
万人红黑大战,3,52157.00,41383.30,0.00,0.28,10773.42,20.66%,20200721.xls
1分六合,18,49322.00,50657.72,211.00,217.64,-1553.35,-3.15%,20200721.xls
万人龙虎,14,44170.00,48059.40,0.00,0.00,-3889.40,-8.81%,20200721.xls
腾讯时时彩,25,33226.52,37118.11,177.98,32.43,-3924.02,-11.81%,20200721.xls
骰宝,4,30495.00,27021.40,0.00,263.10,3210.50,10.53%,20200721.xls
传统1分彩,16,30275.00,32226.16,20.00,35.12,-1986.28,-6.56%,20200721.xls
1分彩,31,30075.28,35964.00,11.28,74.25,-5962.97,-19.83%,20200721.xls
极速赛车,18,26895.16,27234.73,0.00,92.73,-432.30,-1.61%,20200721.xls
1分11选5,12,26319.54,23327.22,52.42,305.17,2687.15,10.21%,20200721.xls
传统1分赛车,12,23462.00,27319.78,367.00,6.20,-3863.98,-16.47%,20200721.xls
吉林快3,4,16666.00,18229.53,310.00,1.04,-1564.57,-9.39%,20200721.xls
广东11选5,10,15253.00,15461.08,682.00,0.00,-208.08,-1.36%,20200721.xls
山东11选5,10,15161.00,15809.21,366.00,11.36,-659.57,-4.35%,20200721.xls
上海11选5,7,14796.00,14297.34,1594.00,0.00,498.66,3.37%,20200721.xls
奔驰宝马,3,13715.00,10197.00,0.00,0.00,3518.00,25.65%,20200721.xls
传统疯狂飞艇,6,13215.00,7427.47,0.00,13.75,5773.78,43.69%,20200721.xls
传统北京赛车,6,12715.00,11180.61,208.00,241.08,1293.31,10.17%,20200721.xls
江苏11选5,5,12574.90,14619.84,310.00,0.00,-2044.94,-16.26%,20200721.xls
北京赛车,3,12262.00,17854.04,1720.00,40.20,-5632.24,-45.93%,20200721.xls
百家乐,4,12060.00,11274.75,0.00,0.00,785.25,6.51%,20200721.xls
江西11选5,3,11454.00,10324.34,260.00,0.00,1129.66,9.86%,20200721.xls
江苏快3,6,8096.00,13930.64,0.00,9.14,-5843.78,-72.18%,20200721.xls
欢乐生肖,7,7865.72,4786.65,256.80,0.00,3079.07,39.15%,20200721.xls
百人三公,1,6785.00,5240.20,0.00,0.00,1544.80,22.77%,20200721.xls
百人牛牛,5,6730.00,6699.50,0.00,0.00,30.50,0.45%,20200721.xls
万人百家乐,2,6545.00,6932.00,35.00,0.00,-387.00,-5.91%,20200721.xls
湖北快3,8,4625.00,3884.72,40.00,3.58,736.70,15.93%,20200721.xls
1分幸运28,4,4221.00,3533.39,0.00,0.00,687.61,16.29%,20200721.xls
5分彩,3,3981.40,3890.70,0.00,0.00,90.70,2.28%,20200721.xls
腾讯1.5分彩,8,3301.32,3248.39,50.00,0.39,52.54,1.59%,20200721.xls
万人炸金花,2,2760.00,2702.70,0.00,0.00,57.30,2.08%,20200721.xls
传统欢乐生肖,5,2716.00,3192.96,0.00,13.87,-490.82,-18.07%,20200721.xls
腾讯5分彩,8,2621.08,2508.00,0.00,0.38,112.70,4.30%,20200721.xls
红黑大战,5,2555.00,2039.35,0.00,0.00,515.65,20.18%,20200721.xls
河北快3,3,2423.00,2784.76,75.00,5.03,-366.79,-15.14%,20200721.xls
上海快3,5,2393.00,1807.62,0.00,3.00,582.38,24.34%,20200721.xls
腾讯3分彩,5,1970.24,516.98,150.00,0.10,1453.16,73.76%,20200721.xls
甘肃快3,5,1824.00,1488.58,0.00,3.00,332.42,18.22%,20200721.xls
梭哈,3,1755.00,1737.05,0.00,0.05,17.90,1.02%,20200721.xls
广西快3,5,1720.00,2370.46,100.00,5.75,-656.21,-38.15%,20200721.xls
射龙门,3,1645.00,1557.30,0.00,1.05,86.65,5.27%,20200721.xls
贵州快3,6,1509.00,2803.50,80.00,6.50,-1301.00,-86.22%,20200721.xls
万人牛牛,6,1499.00,1016.99,0.00,12.64,469.37,31.31%,20200721.xls
3分赛车,7,1437.94,1595.10,96.00,17.16,-174.32,-12.12%,20200721.xls
北京快3,5,1337.00,1344.40,119.00,2.00,-9.40,-0.70%,20200721.xls
森林舞会,5,1195.00,654.80,0.00,4.35,535.85,44.84%,20200721.xls
3分彩,3,854.80,910.80,0.00,0.00,-56.00,-6.55%,20200721.xls
台湾宾果,1,819.16,619.23,0.00,0.00,199.94,24.41%,20200721.xls
六合秒秒,5,623.00,625.50,0.00,0.00,-2.50,-0.40%,20200721.xls
5分六合,3,478.00,345.65,32.00,2.20,130.15,27.23%,20200721.xls
万人德扑,1,450.00,138.60,0.00,0.00,311.40,69.20%,20200721.xls
5分赛车,6,444.00,138.04,0.00,0.56,305.40,68.78%,20200721.xls
澳门六合彩,4,420.00,1210.25,151.00,3.68,-793.93,-189.03%,20200721.xls
传统3分赛车,3,285.00,186.17,0.00,2.94,95.89,33.65%,20200721.xls
万人射龙门,2,260.00,382.80,0.00,0.00,-122.80,-47.23%,20200721.xls
飞禽走兽,1,260.00,360.00,0.00,0.00,-100.00,-38.46%,20200721.xls
传统10分彩,2,232.00,17.64,0.00,0.00,214.36,92.40%,20200721.xls
安徽快3,3,198.00,19.70,26.00,0.50,177.80,89.80%,20200721.xls
传统5分赛车,2,158.00,368.33,0.00,0.72,-211.05,-133.58%,20200721.xls
百人炸金花,1,130.00,118.80,0.00,0.00,11.20,8.62%,20200721.xls
传统澳洲幸运10,2,97.00,141.90,0.00,0.22,-45.12,-46.52%,20200721.xls
秒秒彩,1,26.00,0.00,0.00,0.00,26.00,100.00%,20200721.xls
10分六合,1,21.00,29.70,0.00,0.00,-8.70,-41.43%,20200721.xls
传统10分赛车,1,9.00,17.10,0.00,0.36,-8.46,-94.00%,20200721.xls
小计,,7425080.12,7025987.68,58951.10,10145.70,388946.80,5.24%,20200721.xls
1分快3,535,4169495.00,4007366.98,39094.00,12489.26,149638.76,3.59%,20200722.xls
极速快3,121,1066102.00,991282.87,0.00,337.74,74481.39,6.99%,20200722.xls
3分快3,74,187930.00,188481.22,3266.00,95.23,-646.45,-0.34%,20200722.xls
5分快3,35,104805.00,103133.82,1211.00,29.73,1641.45,1.57%,20200722.xls
欢乐生肖,12,88571.40,54648.00,2400.00,0.00,33923.40,38.30%,20200722.xls
龙虎斗,28,75885.00,73365.85,0.00,83.65,2435.50,3.21%,20200722.xls
疯狂飞艇,16,63853.12,60011.12,1080.60,47.03,3794.97,5.94%,20200722.xls
万人龙虎,16,52200.00,43184.75,0.00,0.00,9015.25,17.27%,20200722.xls
1分彩,30,50672.64,48352.42,4.00,51.00,2269.22,4.48%,20200722.xls
1分赛车,27,48191.78,45862.08,8.14,0.20,2329.50,4.83%,20200722.xls
骰宝,3,44485.00,40752.70,0.00,438.60,3293.70,7.40%,20200722.xls
万人红黑大战,3,36539.00,34899.30,0.00,1.48,1638.22,4.48%,20200722.xls
森林舞会,4,36410.00,33381.45,0.00,5.90,3022.65,8.30%,20200722.xls
传统1分彩,15,34575.00,32624.57,1463.00,0.40,1950.03,5.64%,20200722.xls
极速赛车,15,33626.42,29912.59,0.00,34.84,3678.99,10.94%,20200722.xls
1分六合,15,32029.00,40728.60,250.00,67.19,-8766.79,-27.37%,20200722.xls
腾讯时时彩,17,28045.20,28573.76,86.40,42.54,-571.10,-2.04%,20200722.xls
北京赛车,3,23766.72,8760.98,2700.00,90.75,14914.99,62.76%,20200722.xls
传统1分赛车,12,21531.00,19532.64,2613.00,79.02,1919.34,8.91%,20200722.xls
传统北京赛车,5,18370.00,22214.88,80.00,678.96,-4523.84,-24.63%,20200722.xls
1分11选5,10,16383.60,17047.19,139.70,181.16,-844.75,-5.16%,20200722.xls
江苏11选5,8,15276.20,15891.90,496.00,0.36,-616.06,-4.03%,20200722.xls
山东11选5,12,14171.48,21392.72,2527.20,15.60,-7236.84,-51.07%,20200722.xls
江苏快3,8,13151.00,5499.74,649.00,5.00,7646.26,58.14%,20200722.xls
上海快3,3,12370.00,6216.70,0.00,1.00,6152.30,49.74%,20200722.xls
上海11选5,6,12129.40,13026.05,0.00,0.00,-896.65,-7.39%,20200722.xls
广东11选5,8,11477.60,10438.98,60.00,1.36,1037.26,9.04%,20200722.xls
奔驰宝马,5,9940.00,9557.85,0.00,0.00,382.15,3.84%,20200722.xls
江西11选5,6,9518.00,10224.60,300.00,0.96,-707.56,-7.43%,20200722.xls
3分赛车,7,9438.94,9527.15,67.20,2.76,-90.97,-0.96%,20200722.xls
北京快3,8,7085.00,11112.82,230.00,21.75,-4049.57,-57.16%,20200722.xls
湖北快3,10,5720.00,8014.61,0.00,7.25,-2301.86,-40.24%,20200722.xls
1分幸运28,3,5347.00,4644.41,0.00,0.00,702.60,13.14%,20200722.xls
腾讯1.5分彩,9,4235.04,3345.91,187.60,33.50,855.63,20.20%,20200722.xls
传统疯狂飞艇,3,3918.00,4197.38,10.00,0.36,-279.74,-7.14%,20200722.xls
万人百家乐,1,3860.00,4072.25,10.00,0.00,-212.25,-5.50%,20200722.xls
万人德扑,1,3435.00,3702.60,0.00,0.00,-267.60,-7.79%,20200722.xls
百家乐,7,3345.00,2231.45,0.00,0.00,1113.55,33.29%,20200722.xls
红黑大战,5,2610.00,2494.00,0.00,0.00,116.00,4.44%,20200722.xls
河北快3,5,2328.00,1837.40,0.00,7.50,483.10,20.75%,20200722.xls
万人炸金花,3,2240.00,2289.45,0.00,69.60,-119.05,-5.31%,20200722.xls
万人牛牛,4,2232.00,34.66,0.00,0.80,2196.54,98.41%,20200722.xls
传统欢乐生肖,5,2124.00,2145.82,0.00,31.50,-53.32,-2.51%,20200722.xls
六合秒秒,2,2067.00,2085.93,0.00,0.00,-18.93,-0.92%,20200722.xls
甘肃快3,3,1970.00,1871.88,95.00,7.75,90.37,4.59%,20200722.xls
贵州快3,3,1711.00,2168.98,0.00,8.50,-466.48,-27.26%,20200722.xls
吉林快3,6,1403.00,594.78,0.00,5.23,802.99,57.23%,20200722.xls
百人三公,2,1155.00,1122.90,0.00,0.00,32.10,2.78%,20200722.xls
3分彩,1,1104.00,1742.40,0.00,0.00,-638.40,-57.83%,20200722.xls
腾讯3分彩,3,1038.02,827.44,0.00,0.00,210.58,20.29%,20200722.xls
百人牛牛,2,1000.00,1241.30,0.00,0.00,-241.30,-24.13%,20200722.xls
腾讯5分彩,5,934.56,752.40,0.00,1.00,181.16,19.38%,20200722.xls
广西快3,3,887.00,345.50,0.00,4.00,537.50,60.60%,20200722.xls
台湾宾果,1,690.00,888.84,8.00,0.00,-198.84,-28.82%,20200722.xls
澳门六合彩,5,676.00,242.05,60.00,4.97,428.98,63.46%,20200722.xls
安徽快3,2,670.00,1005.30,0.00,2.25,-337.55,-50.38%,20200722.xls
5分赛车,5,569.20,759.20,0.00,0.76,-190.76,-33.51%,20200722.xls
百人炸金花,1,380.00,415.80,0.00,0.00,-35.80,-9.42%,20200722.xls
5分彩,2,201.32,176.22,0.00,0.00,25.10,12.47%,20200722.xls
百人牌九,1,110.00,197.00,0.00,0.00,-87.00,-79.09%,20200722.xls
秒秒彩,1,96.00,118.80,0.00,0.00,-22.80,-23.75%,20200722.xls
梭哈,1,50.00,138.00,0.00,0.00,-88.00,-176.00%,20200722.xls
5分六合,1,25.00,0.00,0.00,0.25,24.75,99.00%,20200722.xls
传统10分彩,1,23.00,19.60,0.00,0.00,3.40,14.78%,20200722.xls
新幸运飞艇,1,11.00,3.96,0.00,0.00,7.04,64.00%,20200722.xls
百人德扑,1,10.00,19.70,0.00,0.00,-9.70,-97.00%,20200722.xls
小计,,6406199.64,6092754.20,59095.84,14988.69,298456.76,4.66%,20200722.xls
1分快3,524,4415542.00,4154606.41,28625.00,9630.29,251305.30,5.69%,20200723.xls
极速快3,132,1492491.00,1407268.75,0.00,538.51,84683.74,5.67%,20200723.xls
3分快3,66,244538.00,258790.47,3070.00,58.06,-14310.53,-5.85%,20200723.xls
疯狂飞艇,25,147908.64,137323.63,668.40,60.47,10524.54,7.12%,20200723.xls
5分快3,33,122383.00,105388.53,3309.00,26.12,16968.36,13.86%,20200723.xls
欢乐生肖,12,105350.64,133905.42,0.00,0.00,-28554.78,-27.10%,20200723.xls
传统1分彩,18,94553.00,95737.92,320.00,28.51,-1213.43,-1.28%,20200723.xls
龙虎斗,19,66195.00,67489.75,0.00,96.30,-1391.05,-2.10%,20200723.xls
万人红黑大战,5,65654.00,51921.20,90.00,1.36,13731.44,20.91%,20200723.xls
1分赛车,28,61519.60,64134.01,342.00,29.67,-2644.08,-4.30%,20200723.xls
传统1分赛车,10,47954.00,50283.95,771.00,196.08,-2526.03,-5.27%,20200723.xls
1分六合,19,46902.00,50274.31,32.00,170.15,-3542.46,-7.55%,20200723.xls
3分赛车,8,39919.86,34905.74,753.20,48.48,4965.64,12.44%,20200723.xls
1分彩,37,39205.16,36269.27,132.96,66.08,2869.81,7.32%,20200723.xls
